Unnamed: 0,position,manager_id,opponent_id,matchup_url,player,player_url,score,manager,league_url,league_id,manager_key,name,manager_name,player_id,season,conc,is_drafted
0.0,QB,1,2,https://football.fantasysports.yahoo.com//2007/f1/580505/matchup?week=1&mid1=1&mid2=2,D. McNabb ,https://sports.yahoo.com/nfl/players/4650,7.0,Philadelphia Freedom,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.1,Philadelphia Freedom,Ryan,4650,2007,2007Ryan4650,0
1.0,WR,1,2,https://football.fantasysports.yahoo.com//2007/f1/580505/matchup?week=1&mid1=1&mid2=2,M. Harrison ,https://sports.yahoo.com,10.0,Philadelphia Freedom,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.1,Philadelphia Freedom,Ryan,sports.yahoo.com,2007,2007Ryan,0
2.0,WR,1,2,https://football.fantasysports.yahoo.com//2007/f1/580505/matchup?week=1&mid1=1&mid2=2,C. Johnson ,https://sports.yahoo.com/nfl/players/5483,10.0,Philadelphia Freedom,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.1,Philadelphia Freedom,Ryan,5483,2007,2007Ryan5483,0
3.0,WR,1,2,https://football.fantasysports.yahoo.com//2007/f1/580505/matchup?week=1&mid1=1&mid2=2,J. Walker ,https://sports.yahoo.com/nfl/players/5906,5.0,Philadelphia Freedom,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.1,Philadelphia Freedom,Ryan,5906,2007,2007Ryan5906,0
4.0,RB,1,2,https://football.fantasysports.yahoo.com//2007/f1/580505/matchup?week=1&mid1=1&mid2=2,L. Tomlinson ,https://sports.yahoo.com/nfl/players/5452,15.0,Philadelphia Freedom,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.1,Philadelphia Freedom,Ryan,5452,2007,2007Ryan5452,0
5.0,RB,1,2,https://football.fantasysports.yahoo.com//2007/f1/580505/matchup?week=1&mid1=1&mid2=2,M. Barber ,https://sports.yahoo.com/nfl/players/7285,10.0,Philadelphia Freedom,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.1,Philadelphia Freedom,Ryan,7285,2007,2007Ryan7285,0
6.0,TE,1,2,https://football.fantasysports.yahoo.com//2007/f1/580505/matchup?week=1&mid1=1&mid2=2,C. Cooley ,https://sports.yahoo.com/nfl/players/6840,0.0,Philadelphia Freedom,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.1,Philadelphia Freedom,Ryan,6840,2007,2007Ryan6840,0
7.0,K,1,2,https://football.fantasysports.yahoo.com//2007/f1/580505/matchup?week=1&mid1=1&mid2=2,R. Gould ,https://sports.yahoo.com/nfl/players/7520,3.0,Philadelphia Freedom,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.1,Philadelphia Freedom,Ryan,7520,2007,2007Ryan7520,0
8.0,DEF,1,2,https://football.fantasysports.yahoo.com//2007/f1/580505/matchup?week=1&mid1=1&mid2=2,Denver  - DEF ,https://sports.yahoo.com/nfl/teams/denver/,5.0,Philadelphia Freedom,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.1,Philadelphia Freedom,Ryan,denver,2007,2007Ryandenver,0
0.0,QB,1,3,https://football.fantasysports.yahoo.com//2007/f1/580505/matchup?week=2&mid1=1&mid2=3,D. McNabb ,https://sports.yahoo.com/nfl/players/4650,4.0,Philadelphia Freedom,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.1,Philadelphia Freedom,Ryan,4650,2007,2007Ryan4650,0
